,icon,maxscore,certified fresh,fresh/rotten,genre(s),imdb score,likes,movie id,movie name,time period,release year,score,scorer
720,AUDIENCE ROTTEN,100,0,rotten,Drama,48,,116,About Cherry,2010,2012,15,audience
721,CRITIC ROTTEN,100,0,rotten,Drama,48,,116,About Cherry,2010,2012,10,critic
722,AUDIENCE FRESH,100,0,fresh,"Comedy,Romance",61,,117,About Last Night,2010,2014,65,audience
723,CRITIC FRESH,100,0,fresh,"Comedy,Romance",61,,117,About Last Night,2010,2014,69,critic
724,AUDIENCE FRESH,100,1,fresh,"Comedy,Drama",72,273.0,118,About Schmidt,2000,2002,74,audience
725,CERTIFIED FRESH,100,1,fresh,"Comedy,Drama",72,273.0,118,About Schmidt,2000,2002,85,critic
738,AUDIENCE FRESH,100,0,fresh,"Comedy,Drama,Fantasy",78,2081.0,119,About Time,2010,2013,81,audience
739,CRITIC FRESH,100,0,fresh,"Comedy,Drama,Fantasy",78,2081.0,119,About Time,2010,2013,68,critic
742,AUDIENCE ROTTEN,100,1,fresh,"Comedy,Drama,Romance",71,,120,About a Boy,2000,2002,55,audience
743,CERTIFIED FRESH,100,1,fresh,"Comedy,Drama,Romance",71,,120,About a Boy,2000,2002,93,critic
744,AUDIENCE ROTTEN,100,0,rotten,"Action,Crime,Drama",60,,121,Above the Law,1985,1988,48,audience
745,CRITIC ROTTEN,100,0,rotten,"Action,Crime,Drama",60,,121,Above the Law,1985,1988,53,critic
746,AUDIENCE FRESH,100,0,rotten,"Crime,Drama,Sport",66,,122,Above the Rim,1990,1994,83,audience
747,CRITIC ROTTEN,100,0,rotten,"Crime,Drama,Sport",66,,122,Above the Rim,1990,1994,53,critic
748,AUDIENCE ROTTEN,100,0,rotten,"Action,Fantasy,Horror",59,310.0,123,Abraham Lincoln: Vampire Hunter,2010,2012,50,audience
749,CRITIC ROTTEN,100,0,rotten,"Action,Fantasy,Horror",59,310.0,123,Abraham Lincoln: Vampire Hunter,2010,2012,35,critic
756,AUDIENCE ROTTEN,100,0,fresh,"Drama,Musical,Romance",56,,124,Absolute Beginners,1985,1986,38,audience
757,CRITIC FRESH,100,0,fresh,"Drama,Musical,Romance",56,,124,Absolute Beginners,1985,1986,75,critic
758,AUDIENCE ROTTEN,100,0,rotten,"Action,Crime,Drama",67,,125,Absolute Power,1995,1997,52,audience
759,CRITIC ROTTEN,100,0,rotten,"Action,Crime,Drama",67,,125,Absolute Power,1995,1997,47,critic
760,AUDIENCE FRESH,100,0,rotten,Comedy,65,1508.0,126,Accepted,2005,2006,72,audience
761,CRITIC ROTTEN,100,0,rotten,Comedy,65,1508.0,126,Accepted,2005,2006,37,critic
778,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Romance",41,,127,Accidental Love,2015,2015,14,audience
779,CRITIC ROTTEN,100,0,rotten,"Comedy,Romance",41,,127,Accidental Love,2015,2015,9,critic
780,AUDIENCE ROTTEN,100,0,rotten,Comedy,69,1638.0,128,Ace Ventura: Pet Detective,1990,1994,57,audience
781,CRITIC ROTTEN,100,0,rotten,Comedy,69,1638.0,128,Ace Ventura: Pet Detective,1990,1994,46,critic
790,AUDIENCE ROTTEN,100,0,rotten,Action,35,,129,Aces: Iron Eagle III,1990,1992,24,audience
791,CRITIC ROTTEN,100,0,rotten,Action,35,,129,Aces: Iron Eagle III,1990,1992,0,critic
792,AUDIENCE FRESH,100,0,fresh,"Action,Crime,Drama",70,,130,Across 110th Street,1970,1972,79,audience
793,CRITIC FRESH,100,0,fresh,"Action,Crime,Drama",70,,130,Across 110th Street,1970,1972,80,critic
794,AUDIENCE FRESH,100,0,rotten,"Drama,Fantasy,Musical",74,,131,Across the Universe,2005,2007,82,audience
795,CRITIC ROTTEN,100,0,rotten,"Drama,Fantasy,Musical",74,,131,Across the Universe,2005,2007,53,critic
796,AUDIENCE FRESH,100,0,rotten,"Action,Adventure,Drama",65,,132,Act of Valor,2010,2012,72,audience
797,CRITIC ROTTEN,100,0,rotten,"Action,Adventure,Drama",65,,132,Act of Valor,2010,2012,25,critic
798,AUDIENCE ROTTEN,100,0,rotten,"Action,Comedy,Crime",52,,133,Action Jackson,1985,1988,32,audience
799,CRITIC ROTTEN,100,0,rotten,"Action,Comedy,Crime",52,,133,Action Jackson,1985,1988,9,critic
800,AUDIENCE ROTTEN,100,0,rotten,"Drama,War",63,,134,Adam Resurrected,2005,2008,44,audience
801,CRITIC ROTTEN,100,0,rotten,"Drama,War",63,,134,Adam Resurrected,2005,2008,35,critic
802,AUDIENCE FRESH,100,1,fresh,"Comedy,Fantasy",66,1512.0,135,Addams Family Values,1990,1993,62,audience
803,CERTIFIED FRESH,100,1,fresh,"Comedy,Fantasy",66,1512.0,135,Addams Family Values,1990,1993,78,critic
822,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Romance",61,,136,Addicted to Love,1995,1997,50,audience
823,CRITIC ROTTEN,100,0,rotten,"Comedy,Romance",61,,136,Addicted to Love,1995,1997,55,critic
824,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Drama,Romance",57,197.0,137,Admission,2010,2013,32,audience
825,CRITIC ROTTEN,100,0,rotten,"Comedy,Drama,Romance",57,197.0,137,Admission,2010,2013,38,critic
838,AUDIENCE FRESH,100,1,fresh,"Comedy,Drama,Romance",68,2639.0,138,Adventureland,2005,2009,61,audience
839,CERTIFIED FRESH,100,1,fresh,"Comedy,Drama,Romance",68,2639.0,138,Adventureland,2005,2009,88,critic
850,AUDIENCE FRESH,100,0,fresh,"Action,Adventure,Comedy",69,,139,Adventures in Babysitting,1985,1987,70,audience
851,CRITIC FRESH,100,0,fresh,"Action,Adventure,Comedy",69,,139,Adventures in Babysitting,1985,1987,78,critic
852,AUDIENCE FRESH,100,1,fresh,"Drama,Mystery,Thriller",70,,140,Affliction,1995,1997,72,audience
853,CERTIFIED FRESH,100,1,fresh,"Drama,Mystery,Thriller",70,,140,Affliction,1995,1997,88,critic
854,AUDIENCE FRESH,100,0,fresh,"Crime,Drama,Mystery",66,,141,"After Dark, My Sweet",1990,1990,61,audience
855,CRITIC FRESH,100,0,fresh,"Crime,Drama,Mystery",66,,141,"After Dark, My Sweet",1990,1990,82,critic
856,AUDIENCE ROTTEN,100,0,rotten,"Action,Adventure,Sci-Fi",49,718.0,142,After Earth,2010,2013,36,audience
857,CRITIC ROTTEN,100,0,rotten,"Action,Adventure,Sci-Fi",49,718.0,142,After Earth,2010,2013,11,critic
878,AUDIENCE ROTTEN,100,0,rotten,"Action,Comedy,Crime",63,,143,After the Sunset,2000,2004,52,audience
879,CRITIC ROTTEN,100,0,rotten,"Action,Comedy,Crime",63,,143,After the Sunset,2000,2004,18,critic
880,AUDIENCE ROTTEN,100,1,fresh,"Drama,Mystery",61,,144,Afterschool,2005,2008,48,audience
881,CERTIFIED FRESH,100,1,fresh,"Drama,Mystery",61,,144,Afterschool,2005,2008,79,critic
882,AUDIENCE ROTTEN,100,0,fresh,"Action,Adventure,Crime",59,,145,Against All Odds,1980,1984,44,audience
883,CRITIC FRESH,100,0,fresh,"Action,Adventure,Crime",59,,145,Against All Odds,1980,1984,67,critic
884,AUDIENCE ROTTEN,100,0,rotten,"Biography,Drama,Romance",53,,146,Against the Ropes,2000,2004,28,audience
885,CRITIC ROTTEN,100,0,rotten,"Biography,Drama,Romance",53,,146,Against the Ropes,2000,2004,12,critic
886,AUDIENCE ROTTEN,100,0,fresh,"Drama,Mystery,Thriller",63,,147,Agatha,1975,1979,58,audience
887,CRITIC FRESH,100,0,fresh,"Drama,Mystery,Thriller",63,,147,Agatha,1975,1979,77,critic
888,AUDIENCE ROTTEN,100,0,rotten,"Action,Adventure,Drama",56,,148,Age of Heroes,2010,2011,24,audience
889,CRITIC ROTTEN,100,0,rotten,"Action,Adventure,Drama",56,,148,Age of Heroes,2010,2011,40,critic
890,AUDIENCE ROTTEN,100,0,rotten,"Action,Adventure,Comedy",51,493.0,149,Agent Cody Banks,2000,2003,31,audience
891,CRITIC ROTTEN,100,0,rotten,"Action,Adventure,Comedy",51,493.0,149,Agent Cody Banks,2000,2003,39,critic
916,AUDIENCE ROTTEN,100,0,rotten,"Action,Adventure,Comedy",45,,150,Agent Cody Banks 2: Destination London,2000,2004,31,audience
917,CRITIC ROTTEN,100,0,rotten,"Action,Adventure,Comedy",45,,150,Agent Cody Banks 2: Destination London,2000,2004,13,critic
918,AUDIENCE FRESH,100,0,rotten,"Comedy,Drama,Romance",66,,151,Agnes Browne,1995,1999,71,audience
919,CRITIC ROTTEN,100,0,rotten,"Comedy,Drama,Romance",66,,151,Agnes Browne,1995,1999,41,critic
920,AUDIENCE ROTTEN,100,0,rotten,"Drama,Mystery",66,,152,Agnes of God,1985,1985,55,audience
921,CRITIC ROTTEN,100,0,rotten,"Drama,Mystery",66,,152,Agnes of God,1985,1985,45,critic
922,AUDIENCE FRESH,100,0,rotten,"Adventure,Biography,Drama",72,,153,Agora,2005,2009,64,audience
923,CRITIC ROTTEN,100,0,rotten,"Adventure,Biography,Drama",72,,153,Agora,2005,2009,53,critic
924,AUDIENCE ROTTEN,100,0,rotten,"Action,Comedy",57,,154,Air America,1990,1990,35,audience
925,CRITIC ROTTEN,100,0,rotten,"Action,Comedy",57,,154,Air America,1990,1990,13,critic
926,AUDIENCE FRESH,100,1,fresh,"Action,Drama,Thriller",65,688.0,155,Air Force One,1995,1997,66,audience
927,CERTIFIED FRESH,100,1,fresh,"Action,Drama,Thriller",65,688.0,155,Air Force One,1995,1997,78,critic
940,AUDIENCE FRESH,100,1,fresh,"Documentary,Biography,Music",72,,156,Air Guitar Nation,2005,2006,79,audience
941,CERTIFIED FRESH,100,1,fresh,"Documentary,Biography,Music",72,,156,Air Guitar Nation,2005,2006,85,critic
942,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Crime,Music",61,351.0,157,Airheads,1990,1994,50,audience
943,CRITIC ROTTEN,100,0,rotten,"Comedy,Crime,Music",61,351.0,157,Airheads,1990,1994,21,critic
966,AUDIENCE FRESH,100,1,fresh,Comedy,78,1428.0,158,Airplane!,1980,1980,89,audience
967,CERTIFIED FRESH,100,1,fresh,Comedy,78,1428.0,158,Airplane!,1980,1980,97,critic
984,AUDIENCE ROTTEN,100,0,rotten,"Action,Drama,Thriller",56,,159,Airport '77,1975,1977,33,audience
985,CRITIC ROTTEN,100,0,rotten,"Action,Drama,Thriller",56,,159,Airport '77,1975,1977,50,critic
986,AUDIENCE ROTTEN,100,0,rotten,"Action,Drama,Thriller",56,,160,Airport 1975,1970,1974,37,audience
987,CRITIC ROTTEN,100,0,rotten,"Action,Drama,Thriller",56,,160,Airport 1975,1970,1974,29,critic
988,AUDIENCE FRESH,100,1,fresh,Drama,74,,161,Akeelah and the Bee,2005,2006,81,audience
989,CERTIFIED FRESH,100,1,fresh,Drama,74,,161,Akeelah and the Bee,2005,2006,84,critic
990,AUDIENCE ROTTEN,100,0,rotten,"Drama,Romance",67,22.0,162,Albert Nobbs,2010,2011,47,audience
991,CRITIC ROTTEN,100,0,rotten,"Drama,Romance",67,22.0,162,Albert Nobbs,2010,2011,56,critic
1000,AUDIENCE ROTTEN,100,0,rotten,"Crime,Drama,Thriller",61,,163,Albino Alligator,1995,1996,42,audience
1001,CRITIC ROTTEN,100,0,rotten,"Crime,Drama,Thriller",61,,163,Albino Alligator,1995,1996,44,critic
1002,AUDIENCE ROTTEN,100,0,rotten,"Action,Crime,Mystery",51,17.0,164,Alex Cross,2010,2012,47,audience
1003,CRITIC ROTTEN,100,0,rotten,"Action,Crime,Mystery",51,17.0,164,Alex Cross,2010,2012,12,critic
1008,AUDIENCE ROTTEN,100,0,rotten,"Action,Adventure,Family",51,,165,Alex Rider: Operation Stormbreaker,2005,2006,53,audience
1009,CRITIC ROTTEN,100,0,rotten,"Action,Adventure,Family",51,,165,Alex Rider: Operation Stormbreaker,2005,2006,34,critic
1010,AUDIENCE ROTTEN,100,0,rotten,"Action,Adventure,Biography",56,412.0,166,Alexander,2000,2004,34,audience
1011,CRITIC ROTTEN,100,0,rotten,"Action,Adventure,Biography",56,412.0,166,Alexander,2000,2004,16,critic
1034,AUDIENCE ROTTEN,100,0,rotten,"Drama,Mystery,Thriller",66,,167,Alexandra's Project,2000,2003,55,audience
1035,CRITIC ROTTEN,100,0,rotten,"Drama,Mystery,Thriller",66,,167,Alexandra's Project,2000,2003,53,critic
1036,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Drama,Romance",62,196.0,168,Alfie,2000,2004,51,audience
1037,CRITIC ROTTEN,100,0,rotten,"Comedy,Drama,Romance",62,196.0,168,Alfie,2000,2004,49,critic
1054,AUDIENCE FRESH,100,0,fresh,"Biography,Drama,Sport",68,180.0,169,Ali,2000,2001,65,audience
1055,CRITIC FRESH,100,0,fresh,"Biography,Drama,Sport",68,180.0,169,Ali,2000,2001,67,critic
1072,AUDIENCE FRESH,100,0,fresh,"Drama,Romance",74,,170,Alice Doesn't Live Here Anymore,1970,1974,82,audience
1073,CRITIC FRESH,100,0,fresh,"Drama,Romance",74,,170,Alice Doesn't Live Here Anymore,1970,1974,88,critic
1074,AUDIENCE FRESH,100,1,fresh,"Horror,Sci-Fi",85,4274.0,171,Alien,1975,1979,94,audience
1075,CERTIFIED FRESH,100,1,fresh,"Horror,Sci-Fi",85,4274.0,171,Alien,1975,1979,97,critic
1084,AUDIENCE ROTTEN,100,0,rotten,"Action,Sci-Fi",63,,172,Alien Nation,1985,1988,45,audience
1085,CRITIC ROTTEN,100,0,rotten,"Action,Sci-Fi",63,,172,Alien Nation,1985,1988,56,critic
1086,AUDIENCE ROTTEN,100,0,fresh,"Horror,Sci-Fi,Thriller",65,417.0,173,Alien: Covenant,2015,2017,56,audience
1087,CRITIC FRESH,100,0,fresh,"Horror,Sci-Fi,Thriller",65,417.0,173,Alien: Covenant,2015,2017,68,critic
1102,AUDIENCE ROTTEN,100,0,rotten,"Animation,Adventure,Comedy",54,,174,Aliens in the Attic,2005,2009,43,audience
1103,CRITIC ROTTEN,100,0,rotten,"Animation,Adventure,Comedy",54,,174,Aliens in the Attic,2005,2009,31,critic
1104,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Romance",48,220.0,175,All About Steve,2005,2009,30,audience
1105,CRITIC ROTTEN,100,0,rotten,"Comedy,Romance",48,220.0,175,All About Steve,2005,2009,7,critic
1136,AUDIENCE FRESH,100,0,rotten,"Action,Comedy,Crime",58,,176,All About the Benjamins,2000,2002,77,audience
1137,CRITIC ROTTEN,100,0,rotten,"Action,Comedy,Crime",58,,176,All About the Benjamins,2000,2002,30,critic
1138,AUDIENCE ROTTEN,100,0,rotten,"Crime,Drama,Mystery",63,186.0,177,All Good Things,2010,2010,37,audience
1139,CRITIC ROTTEN,100,0,rotten,"Crime,Drama,Mystery",63,186.0,177,All Good Things,2010,2010,33,critic
1148,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Drama",56,,178,All Is Bright,2010,2013,22,audience
1149,CRITIC ROTTEN,100,0,rotten,"Comedy,Drama",56,,178,All Is Bright,2010,2013,46,critic
1150,AUDIENCE FRESH,100,0,fresh,"Crime,Drama,Romance",66,94.0,179,All Over Me,1995,1997,71,audience
1151,CRITIC FRESH,100,0,fresh,"Crime,Drama,Romance",66,94.0,179,All Over Me,1995,1997,85,critic
1176,AUDIENCE FRESH,100,0,rotten,"Comedy,Romance",66,,180,All Over the Guy,2000,2001,67,audience
1177,CRITIC ROTTEN,100,0,rotten,"Comedy,Romance",66,,180,All Over the Guy,2000,2001,43,critic
1178,AUDIENCE FRESH,100,0,fresh,"Comedy,Drama,Music",78,54.0,181,All That Jazz,1975,1979,86,audience
1179,CRITIC FRESH,100,0,fresh,"Comedy,Drama,Music",78,54.0,181,All That Jazz,1975,1979,86,critic
1182,AUDIENCE ROTTEN,100,0,rotten,Horror,56,,182,All the Boys Love Mandy Lane,2005,2006,31,audience
1183,CRITIC ROTTEN,100,0,rotten,Horror,56,,182,All the Boys Love Mandy Lane,2005,2006,40,critic
1184,AUDIENCE FRESH,100,1,fresh,"Biography,Drama,History",80,,183,All the President's Men,1975,1976,92,audience
1185,CERTIFIED FRESH,100,1,fresh,"Biography,Drama,History",80,,183,All the President's Men,1975,1976,93,critic
1186,AUDIENCE ROTTEN,100,0,rotten,"Drama,Romance,Western",58,,184,All the Pretty Horses,2000,2000,42,audience
1187,CRITIC ROTTEN,100,0,rotten,"Drama,Romance,Western",58,,184,All the Pretty Horses,2000,2000,32,critic
1188,AUDIENCE FRESH,100,0,fresh,"Drama,Romance",69,,185,All the Real Girls,2000,2003,78,audience
1189,CRITIC FRESH,100,0,fresh,"Drama,Romance",69,,185,All the Real Girls,2000,2003,71,critic
1190,AUDIENCE ROTTEN,100,0,rotten,"Drama,Romance,Sport",59,,186,All the Right Moves,1980,1983,39,audience
1191,CRITIC ROTTEN,100,0,rotten,"Drama,Romance,Sport",59,,186,All the Right Moves,1980,1983,53,critic
1192,AUDIENCE FRESH,100,0,rotten,"Action,Drama,Romance",71,190.0,187,Allied,2015,2016,64,audience
1193,CRITIC ROTTEN,100,0,rotten,"Action,Drama,Romance",71,190.0,187,Allied,2015,2016,59,critic
1196,AUDIENCE ROTTEN,100,0,fresh,"Horror,Sci-Fi,Thriller",59,,188,Alligator,1980,1980,48,audience
1197,CRITIC FRESH,100,0,fresh,"Horror,Sci-Fi,Thriller",59,,188,Alligator,1980,1980,67,critic
1198,AUDIENCE FRESH,100,1,fresh,"Adventure,Comedy,Drama",79,2789.0,189,Almost Famous,2000,2000,92,audience
1199,CERTIFIED FRESH,100,1,fresh,"Adventure,Comedy,Drama",79,2789.0,189,Almost Famous,2000,2000,89,critic
1208,AUDIENCE FRESH,100,0,rotten,"Adventure,Comedy,Western",58,32.0,190,Almost Heroes,1995,1998,64,audience
1209,CRITIC ROTTEN,100,0,rotten,"Adventure,Comedy,Western",58,32.0,190,Almost Heroes,1995,1998,8,critic
1212,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Drama",54,,191,Almost an Angel,1990,1990,45,audience
1213,CRITIC ROTTEN,100,0,rotten,"Comedy,Drama",54,,191,Almost an Angel,1990,1990,29,critic
1214,AUDIENCE ROTTEN,100,0,rotten,Drama,53,,192,Aloft,2010,2014,24,audience
1215,CRITIC ROTTEN,100,0,rotten,Drama,53,,192,Aloft,2010,2014,16,critic
1216,AUDIENCE ROTTEN,100,0,rotten,"Action,Horror,Sci-Fi",23,,193,Alone in the Dark,2005,2005,10,audience
1217,CRITIC ROTTEN,100,0,rotten,"Action,Horror,Sci-Fi",23,,193,Alone in the Dark,2005,2005,1,critic
1218,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Romance",59,479.0,194,Along Came Polly,2000,2004,47,audience
1219,CRITIC ROTTEN,100,0,rotten,"Comedy,Romance",59,479.0,194,Along Came Polly,2000,2004,25,critic
1246,AUDIENCE ROTTEN,100,0,rotten,"Drama,Thriller",63,,195,Along Came a Spider,2000,2001,53,audience
1247,CRITIC ROTTEN,100,0,rotten,"Drama,Thriller",63,,195,Along Came a Spider,2000,2001,31,critic
1248,AUDIENCE FRESH,100,0,rotten,"Biography,Crime,Drama",69,357.0,196,Alpha Dog,2005,2006,67,audience
1249,CRITIC ROTTEN,100,0,rotten,"Biography,Crime,Drama",69,357.0,196,Alpha Dog,2005,2006,54,critic
1262,AUDIENCE ROTTEN,100,0,rotten,"Animation,Adventure,Comedy",53,,197,Alpha and Omega,2010,2010,41,audience
1263,CRITIC ROTTEN,100,0,rotten,"Animation,Adventure,Comedy",53,,197,Alpha and Omega,2010,2010,16,critic
1264,AUDIENCE FRESH,100,1,fresh,"Horror,Sci-Fi,Thriller",69,257.0,198,Altered States,1980,1980,71,audience
1265,CERTIFIED FRESH,100,1,fresh,"Horror,Sci-Fi,Thriller",69,257.0,198,Altered States,1980,1980,86,critic
1280,AUDIENCE ROTTEN,100,0,rotten,"Animation,Adventure,Comedy",44,,199,Alvin and the Chipmunks: Chipwrecked,2010,2011,51,audience
1281,CRITIC ROTTEN,100,0,rotten,"Animation,Adventure,Comedy",44,,199,Alvin and the Chipmunks: Chipwrecked,2010,2011,11,critic
1282,AUDIENCE ROTTEN,100,0,rotten,"Animation,Adventure,Comedy",51,,200,Alvin and the Chipmunks: The Road Chip,2015,2015,51,audience
1283,CRITIC ROTTEN,100,0,rotten,"Animation,Adventure,Comedy",51,,200,Alvin and the Chipmunks: The Road Chip,2015,2015,15,critic
1284,AUDIENCE FRESH,100,1,fresh,"Biography,Drama,History",83,1011.0,201,Amadeus,1980,1984,95,audience
1285,CERTIFIED FRESH,100,1,fresh,"Biography,Drama,History",83,1011.0,201,Amadeus,1980,1984,95,critic
1292,AUDIENCE FRESH,100,1,fresh,"Comedy,Drama",80,,202,Amarcord,1970,1973,90,audience
1293,CERTIFIED FRESH,100,1,fresh,"Comedy,Drama",80,,202,Amarcord,1970,1973,91,critic
1294,AUDIENCE ROTTEN,100,0,fresh,"Comedy,Sci-Fi",62,,203,Amazon Women on the Moon,1985,1987,58,audience
1295,CRITIC FRESH,100,0,fresh,"Comedy,Sci-Fi",62,,203,Amazon Women on the Moon,1985,1987,63,critic
1296,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Romance",57,329.0,204,America's Sweethearts,2000,2001,40,audience
1297,CRITIC ROTTEN,100,0,rotten,"Comedy,Romance",57,329.0,204,America's Sweethearts,2000,2001,32,critic
1334,AUDIENCE FRESH,100,1,fresh,Drama,84,7985.0,205,American Beauty,1995,1999,93,audience
1335,CERTIFIED FRESH,100,1,fresh,Drama,84,7985.0,205,American Beauty,1995,1999,88,critic
1362,AUDIENCE ROTTEN,100,0,fresh,Drama,57,,206,American Buffalo,1995,1996,46,audience
1363,CRITIC FRESH,100,0,fresh,Drama,57,,206,American Buffalo,1995,1996,74,critic
1364,AUDIENCE FRESH,100,0,rotten,"Comedy,Crime,Romance",67,,207,American Dreamer,1980,1984,81,audience
1365,CRITIC ROTTEN,100,0,rotten,"Comedy,Crime,Romance",67,,207,American Dreamer,1980,1984,17,critic
1366,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Music",55,,208,American Dreamz,2005,2006,31,audience
1367,CRITIC ROTTEN,100,0,rotten,"Comedy,Music",55,,208,American Dreamz,2005,2006,41,critic
1368,AUDIENCE FRESH,100,0,fresh,"Drama,Sport",64,,209,American Flyers,1985,1985,65,audience
1369,CRITIC FRESH,100,0,fresh,"Drama,Sport",64,,209,American Flyers,1985,1985,65,critic
1370,AUDIENCE FRESH,100,1,fresh,"Biography,Crime,Drama",78,1587.0,210,American Gangster,2005,2007,87,audience
1371,CERTIFIED FRESH,100,1,fresh,"Biography,Crime,Drama",78,1587.0,210,American Gangster,2005,2007,80,critic
1388,AUDIENCE ROTTEN,100,0,fresh,"Crime,Drama,Mystery",62,,211,American Gigolo,1980,1980,51,audience
1389,CRITIC FRESH,100,0,fresh,"Crime,Drama,Mystery",62,,211,American Gigolo,1980,1980,68,critic
1390,AUDIENCE FRESH,100,1,fresh,"Comedy,Drama",75,,212,American Graffiti,1970,1973,84,audience
1391,CERTIFIED FRESH,100,1,fresh,"Comedy,Drama",75,,212,American Graffiti,1970,1973,95,critic
1392,AUDIENCE FRESH,100,0,fresh,"Crime,Drama,Romance",68,,213,American Heart,1990,1992,68,audience
1393,CRITIC FRESH,100,0,fresh,"Crime,Drama,Romance",68,,213,American Heart,1990,1992,73,critic
1394,AUDIENCE FRESH,100,1,fresh,"Crime,Drama",85,7270.0,214,American History X,1995,1998,96,audience
1395,CERTIFIED FRESH,100,1,fresh,"Crime,Drama",85,7270.0,214,American History X,1995,1998,83,critic
1408,AUDIENCE ROTTEN,100,0,rotten,"Drama,Horror",63,249.0,215,American Mary,2010,2012,52,audience
1409,CRITIC ROTTEN,100,0,rotten,"Drama,Horror",63,249.0,215,American Mary,2010,2012,58,critic
1418,AUDIENCE FRESH,100,0,fresh,"Biography,Crime,Drama",72,46.0,216,American Me,1990,1992,90,audience
1419,CRITIC FRESH,100,0,fresh,"Biography,Crime,Drama",72,46.0,216,American Me,1990,1992,75,critic
1426,AUDIENCE ROTTEN,100,0,rotten,"Action,Adventure,Romance",54,9.0,217,American Ninja,1985,1985,46,audience
1427,CRITIC ROTTEN,100,0,rotten,"Action,Adventure,Romance",54,9.0,217,American Ninja,1985,1985,0,critic
1430,AUDIENCE FRESH,100,0,rotten,"Action,Western",60,,218,American Outlaws,2000,2001,68,audience
1431,CRITIC ROTTEN,100,0,rotten,"Action,Western",60,,218,American Outlaws,2000,2001,14,critic
1432,AUDIENCE FRESH,100,0,fresh,Comedy,70,2059.0,219,American Pie,1995,1999,61,audience
1433,CRITIC FRESH,100,0,fresh,Comedy,70,2059.0,219,American Pie,1995,1999,60,critic
1440,AUDIENCE FRESH,100,0,rotten,Comedy,64,,220,American Pie 2,2000,2001,68,audience
1441,CRITIC ROTTEN,100,0,rotten,Comedy,64,,220,American Pie 2,2000,2001,52,critic
1442,AUDIENCE FRESH,100,0,fresh,"Crime,Drama",76,7014.0,221,American Psycho,2000,2000,85,audience
1443,CRITIC FRESH,100,0,fresh,"Crime,Drama",76,7014.0,221,American Psycho,2000,2000,68,critic
1476,AUDIENCE FRESH,100,1,fresh,"Action,Biography,Drama",73,1503.0,222,American Sniper,2010,2014,84,audience
1477,CERTIFIED FRESH,100,1,fresh,"Action,Biography,Drama",73,1503.0,222,American Sniper,2010,2014,72,critic
1482,AUDIENCE FRESH,100,1,fresh,"Biography,Comedy,Drama",75,320.0,223,American Splendor,2000,2003,86,audience
1483,CERTIFIED FRESH,100,1,fresh,"Biography,Comedy,Drama",75,320.0,223,American Splendor,2000,2003,93,critic
1502,AUDIENCE FRESH,100,0,fresh,Drama,70,,224,American Violet,2005,2008,78,audience
1503,CRITIC FRESH,100,0,fresh,Drama,70,,224,American Violet,2005,2008,74,critic
1504,AUDIENCE FRESH,100,0,rotten,Comedy,63,898.0,225,American Wedding,2000,2003,63,audience
1505,CRITIC ROTTEN,100,0,rotten,Comedy,63,898.0,225,American Wedding,2000,2003,54,critic
1522,AUDIENCE FRESH,100,1,fresh,"Documentary,Animation,Biography",78,,226,American: The Bill Hicks Story,2005,2009,86,audience
